original,translate
"The brute stares at you for a moment, then smiles",那个野蛮人盯着你片刻，然后露出了笑容
He stabs his dagger into the woman’s thigh and she screams in shock and pain,他将匕首刺入女人的大腿，她惊恐地尖叫起来
Blood sprays uncontrollably from the wound as he pushes her roughly towards you,血液不受控制地喷出，他粗暴地将她推向你
"She stumbles into your arms, her face a mask of pleading and terror",她跌入你的怀抱，脸上满是祈求和恐惧的表情
The wound is deep but she may yet be saved,伤口很深，但她可能还能够得救
Attempt to bind her wounds!,尝试包扎她的伤口！
You cannot threaten me,你无法威胁我
All that can change now is just how many vessels Father will offer up to Her by the day's end,现在能改变的只是父亲今天结束前会献祭多少灵魂
Can't you see?,你看不懂吗？
This is your chance to be part of something so much bigger than yourself!,这是你参与比自己更大的事情的机会！
Fine - take them!,好吧，你带走他们吧！
Take the rest but leave the auburn woman,带走剩下的，但留下那个红发女子
You're all insane!,你们都疯了！
The wound is too deep and the bleeding too severe,伤口太深，出血也太严重
The woman bleeds out in your arms,那女子在你怀中流血过多，最终停止了呼吸
As you look around the pack of reavers have fled with their hostages and the plaza now lies empty,当你环顾四周时，掠夺者带着人质逃走了，广场现在一片空旷
Driina holds the dead woman's hand as she recites a prayer under her breath,德里娜握着死者的手，低声念诵着祷告
The wound has cut one of the large blood vessels in her thigh and the situation is dire,伤口切中了她大腿的一条大血管，情况危急
"Acting quickly, you loosen your belt and wrap it around her leg",迅速行动，你松开腰带，将其绑在她的腿上
Using a stick you craft a tourniquet and manage to apply enough pressure to halt the bleeding,用一根棍子制作了一个止血带，并成功施加了足够的压力来止血
The woman’s life has been saved,那女子的生命得以挽救
You sit with the woman and catch your breath,你坐在女子身旁，喘息着
"Out of the fog, coming from the Fisherman’s Gate, a thin wretch of a man limps into view",从迷雾中，从渔夫门传来，一个瘦弱的男人一瘸一拐地出现
Natia!!,内蒂亚！！
By the Golden Dead: you saved her!,金色亡者之名：你救了她！
Philip rushes to her side with tears streaming down his face,菲利普泪流满面地冲到她身边
"No doubt, the poor man followed you into the city to look for his wife",毫无疑问，那个可怜的男人跟着你进了城，来找他的妻子
She needs a safe place to rest!,她需要一个安全的地方休息！
Our old home is nearby,我们的老家就在附近
It will have to do!,就这样吧！
Philip picks up his wife and leads you a short way through the mist to a meager home,菲利普抱起妻子，穿过迷雾，领着你走了一段路到一个简陋的家
As you follow Driina places a hand on your shoulder and offers a soft smile,当你跟着德里娜时，她把手放在你的肩膀上，露出温柔的笑容
"A small reprieve amongst all this suffering, no",在这一切苦难中，这也算是一丝慰藉，不是吗？
One of the struggling captives manages to break free,一个挣扎中的俘虏终于挣脱了束缚
She is swiftly caught and her throat slit for the trouble,她很快被抓回，喉咙被割开作为惩罚
The other captives cry out in terror,其他俘虏惊恐地尖叫
"Laughing, the reavers pull the rest to their feet and make for the opposite side of the square, towards the keep that looms over Horryn",嘲笑着，掠夺者把其他人扶起，向广场的另一边走去，朝霍林城上空矗立的堡垒进发
"We must act now, or all will be lost!",我们必须现在行动，否则一切都完了！
Driina hisses,德里娜嘶嘶地低语
Stay hidden,保持隐蔽
"As the cries of the captives echo across the empty square, you tread cautiously back the way you came",当俘虏们的哭喊声在空旷的广场上回荡时，你小心翼翼地沿着来时的路返回
A whistle cuts painfully through the eerie silence,一声尖啸刺破了诡异的寂静
"You whirl around to see another group of six reavers file into the street behind you, cutting off your retreat",你猛地转身，看到另一组六名掠夺者正从你身后的小巷中走进街道，切断了你的退路
"Elated laughter spills from the first group, as they turn back to exult in their freshly caught quarry",第一组的狂笑声溢出，他们转身庆祝他们刚刚捕获的新猎物
"As the cries of the captives being dragged away echo in the empty square, Driina looks you straight in the eyes, measuring your resolve",当俘虏被拖走的喊叫声在空旷的广场上回荡时，德里娜直视着你的眼睛，衡量着你的决心。
"Before you can muster a response, she steps from your hiding place",你还没来得及回应，她就从你的藏身之处走了出来。
Her voice booms across the square,她的声音在广场上回响。
By the Golden Dead - stand and answer for your crimes!,金死神在上——站出来为你的罪行负责！
"The man's voice rises, speaking as much to the other reavers as to you",那个男人的声音提高了，既是对其他掠夺者也是对你说的。
"We stand at the dawn of a new age - of old masters, reclaiming their rightful thrones!",我们站在新时代的黎明——旧主人正在重新夺回他们应得的王座！
And you will all play your part in ushering it in,而你们都将扮演各自的角色，迎接它的到来。
The hooded man smiles cruelly at Driina,那个蒙面男人阴险地笑着看着德里娜。
The reavers close in around you,掠夺者们围拢过来。
This ends now!,这一切现在就结束！
What now?,现在怎么办？
Steady on,别慌。
"Roland whispers as he grabs your wrist, pulling you back into the shadows",罗兰低声说，他抓住你的手腕，把你拉回阴影中。
There's plenty more of them than us - attacking head on is a poor bet even for me,他们比我们多得多，正面攻击对我们来说都是个糟糕的选择，即使是对我也是如此。
Wait till they move and we'll take their rear,等他们移动时，我们攻击他们的后方。
Might even the odds before they know what's hit 'em,甚至可以在他们反应过来之前改变战局。
We'll wait!,我们要等待！
We attack now!,我们现在就攻击！
Not in a rush to die anymore Roland?,还不是急于求死了，罗兰？
Roland scowls,罗兰皱起了眉头。
"I may be shitty company, but that doesn't mean I'm happy to let my comrades throw their lives away on a whim",虽然我可能是个糟糕的同伴，但这并不意味着我会开心地看着我的同伴们心血来潮地冒险丧生
The man points his blade at you,那个男人将刀指向你
We will meet again soon!,我们很快就会再见面的！
"He whistles loudly and the pack sets off at a run, driving the hostages before themselves like pigs to the slaughter",他大声吹了一声口哨，狼群开始奔跑，像赶猪一样驱赶着人质
Roland puts a heavy hand on your shoulder,罗兰重重地拍了拍你的肩膀
If we had fought them it would have been the end of the hostages,如果我们和他们战斗，人质们就完了
"Now, at least, we may yet have a chance to rescue them",至少现在，我们或许还有机会救出他们
Behind you Driina sinks to her knees and sobs from rage and helplessness,你背后，德莉娜跪倒在地，因愤怒和无力而哭泣
You tell yourself that combat would certainly have resulted in the death of the hostages,你告诉自己，战斗肯定会导致人质们的死亡
At least now you may yet find a second chance to rescue them,至少现在，你们或许还有第二次机会救出他们
"A hulk of a man steps to the fore, dressed only in ragged trousers and a half hood",一个魁梧的男人走到前面，只穿着破旧的裤子和半遮脸的斗篷
His swollen barrel chest is covered in sailor tattoos,他肿胀的桶状胸膛上满是水手纹身
"He hefts a rusty serrated dagger, and drags a terrified woman behind him by her auburn hair",他挥舞着一把生锈的锯齿状匕首，拖着一个吓得发抖的金发女子
"He smiles serenely as he approaches, revealing a few remaining, yellow teeth",他缓缓地接近，面带平和的笑容，露出几颗残存的黄牙
You have no idea how glad I am to see you here!,看到你在这里，我真是高兴极了！
There is no scorn or malice in his voice,他的声音里没有轻蔑或恶意
Only genuine joy,只有真正的喜悦
You're truly blessed to be a part of this,你真是有福气能成为我们中的一员
"He slowly, almost tenderly places the knife against the womans throat as he speaks",他缓缓地，几乎带着怜悯，将刀抵在女子的喉咙上
Are you the one they call 'Father'?,你是他们所说的‘父亲’吗？
A part of what?,部分是什么？
The man's breathing deepens in perverse delight as he pulls his hostage's head back by her long auburn hair,那个男人在扭曲的快感中深呼吸，他用力拉扯人质的长红发，将她的头往后扯
We bring these children to Father’s flock,我们把这些孩子带到父亲的羊群中
You are free to roam and frolic with my brothers and sisters,你可以自由地与我的兄弟姐妹们嬉戏玩耍
I’m sure Oleg or Kala will welcome you with open arms!,我敢肯定奥列格或卡拉会张开双臂欢迎你！
Let the villagers go!,让村民们走吧！
Not a chance!,没门！
#HorrynReaverChief1,#霍里恩掠夺者酋长1
Oh the Butcher’s a good boy but he’s truly gone astray,那屠夫是个好孩子，但他真的走偏了
Blood-drunk I say,血狂热者我说
I’ve seen it before,我见过这种情况
"Once you taste the flesh and blood and guts of the weak, your hands just start going by themselves",一旦你品尝过弱者的肉、血和内脏，你的手就会不由自主地去杀人
Becomes like gutting fish,就像是剖鱼一样
Knife in - knife out,刀入 - 刀出
Oleg smiles broadly as he imitates a sawing motion with his hand,奥列格露出了灿烂的笑容，模仿锯动的动作
But the Father still needs him - The tablets are whispering it to me!,但父亲仍然需要他 - 碑文在向我低语！
"Seek him out in front of the temple, over in the western part of town, and tell that to him!",在神殿前找他，在镇子西边的部分告诉他！
I have some other questions,我还有一些其他的问题
About the other chieftains,关于其他酋长
A shadow falls over Oleg’s face,奥列格的脸上掠过一丝阴影
Father is a great man,父亲是个伟大的人
I was the one to receive the word from the Deep but Father was the one who was truly chosen,我接到了来自深渊的信息，但父亲才是真正被选中的
I won’t lie,我不会撒谎
I was jealous!,我嫉妒他！
I hated him for it!,我恨他！
The tablets came to me after all!,神谕最终还是降临到我身上了！
Why was he the one to receive the gift?!,为什么是他得到这份礼物？！
What is his 'work'?,他的‘工作’是什么？
He sighs,他叹了口气
"Then again, his work is so important",但他的工作确实非常重要
So… beautiful even I cannot begin to comprehend it,所以……美丽到我无法理解
And we must all play our part in it,我们都要在其中扮演自己的角色
My siblings will fall in line and you have been chosen for the task,我的兄弟姐妹们会听从安排，你被选中来完成这项任务
Oh do not worry!,别担心！
You’ll meet him soon enough and all will be made clear,你会很快见到他的，一切都会变得清晰
It is whispered,有人低语
Sweet little sister Kala!,甜美的小妹妹卡拉！
She and her brood caught more of the prey than any other!,她和她的后代捕获的猎物比任何人都多！
Sniffed them out from their cellars and attics and cupboards and sent them to Father!,从地窖、阁楼和橱柜中嗅出他们，然后将他们送到父亲那里！
Though he only takes the fit,虽然他只接受健康的猎物
The very young and very old were left for her to play with,她被留下与非常年幼和非常年老的生物玩耍
Oleg chuckles genially,奥列格愉快地笑着
I fear she’s grown bored and lazy now that there’s hardly more prey to be had,我担心她现在变得无聊又懒惰了，因为几乎没有什么猎物可供捕猎
She just sits around and stews over in the pack-house on the docks now,她现在只是坐在码头的货仓里发泄不满
It’s time she was reminded that she has a role to play yet!,是时候让她意识到她还有角色要扮演了！
Prey?,猎物？
Do you mean people?,你是说人类吗？
The old man smiles serenely and appears to either not hear or not comprehend your question,老者平静地微笑，似乎既没有听到也没有理解你的问题
The filthy pack of robed and hooded mad-men roar in insane anger and charge towards you as they draw strangely curved blades and cruel looking axes!,那群肮脏的披袍戴兜帽的疯子怒吼着冲向你，他们抽出奇怪弯曲的刀刃和看起来很残酷的斧头！
Tell me about Kala!,告诉我关于卡拉的事吧！
Tell me about the Butcher!,告诉我关于屠夫的事吧！
Tell me about the Father!,告诉我关于父亲的事吧！
I have other questions,我还有其他问题
The band of madmen file out of the lodge and into the city,那群疯子从木屋中走出，进入城市
"Keeping your distance, you follow them as they set up an ambush in the plaza",保持距离，你跟着他们，在广场上设下埋伏
"Like mangey, starving wolves they fidget with the anticipation of bloodshed",像患皮肤病的、饥饿的狼一样，他们兴奋地期待着血腥的屠杀
Finally their quarry arrives,终于，他们的猎物到了
The Butcher and his filthy brood prowl into the square with weapons drawn,屠夫和他的肮脏同伙手持武器，游荡进广场
An arrow is loosened and then mad cries from the ambushers fill the air as a furious melee erupts!,一支箭被拉满，然后埋伏者疯狂的喊叫在空中回荡，激烈的混战爆发了！
Savage blades make bloody work,残酷的刀刃制造出血腥的杀戮
"Intestines spill, blood pours and limbs are torn from bodies",内脏流出，鲜血四溅，肢体从尸体上被撕扯下来
Screams of pain and terror mix with the howls and snarls of men utterly lost to insane bloodlust,疼痛和恐惧的尖叫声混杂着那些彻底丧失理智、疯狂嗜血的人的嚎叫和嘶吼
The Butcher finds Oleg on the field and with a mighty swing the old man is slain,屠夫在战场上找到了奥列格，一记沉重的挥击，老人倒下了
"As the fiend tears his ‘brother’s’ hearth from his chest, he howls in triumph",当邪魔从“兄弟”的胸膛中扯出火炉时，他得意地嚎叫着
"As the screams die down and all the savagery is sated, the ground is slick with blood",当尖叫声渐渐平息，所有的暴行得到满足，地面上满是鲜血
Hulking and dark with grime and gore the Butcher stands panting in the center of the battlefield surrounded by his few surrounding men,他身躯庞大，浑身沾满污垢和血污，喘息着站在战场中央，周围只有寥寥数人
In the darkness his eyes burn like white hot coals,在黑暗中，他的眼睛如同燃烧的白煤般炽热
"As he raises his bloody axe towards you, an inhuman scream echoes across the plaza",当他举起沾满鲜血的战斧向你砍来时，一声非人的尖叫声回荡在整个广场
It seems the mad-man has one more sacrifice yet to make!,看来那个疯子还有一名牺牲者要献祭！
Attack!,攻击！
What?!,什么？！
My patience is limited!,我的耐心是有限的！
About your tablets,关于那些石板
Regarding the other chieftains,关于其他酋长
I'm here to end you!,我来这里就是要结束你的生命！
It's time I left,到了我离开的时候了
"An old man,graying but endowed with a physique sculpted by a lifetime of hard manual labor, looks up at you as you approach",一位老人，虽然头发灰白但身体因一生的繁重体力劳动而显得健壮，正抬头望着你
A smile of genuine surprise spreads warmly across his face in a manner that stands in stark contrast to the grotesque surroundings,他脸上露出真诚的惊喜，笑容温暖，与周围的怪异景象形成鲜明对比
Ah!,啊！
You came!,你来了！
You were expecting me?,你是在期待我吗？
Your coming was whispered,你的到来是悄悄传开的
Such are the blessings of the Depths,这是深渊的恩赐
Cast your nets and receive the bounty,撒下你的渔网，收获丰饶
All my life I’ve been at sea,我的一生都在海上度过
Wind and rain and frozen fingers,风雨和冻僵的手指
And let me tell you,让我告诉你
Them Imperial hymns never did me any good,那些帝国的颂歌对我毫无益处
Twasn't afore we started using the old incantations that the Deep started rewarding us,不是直到我们开始使用古老的咒语，深渊才开始眷顾我们
And rewarded me it did,并且它眷顾了我
The Whispering Tablets came to me,低语的石板向我显现
That’s where we first received the deep word and that’s where I heard of your coming,那就是我们首次听到深渊的话语，也是我得知你到来的地方
Whispering tablet?,低语的石板？
The Butcher has stolen your tablets!,屠夫偷走了你的石板！
Aye,是的
The words of the Deep - written in stone,深渊的话语 - 刻在石头上
Given to me and me alone,只赐予我一人
"Those two upstarts, Kala and that butcher, covet it and even the Father himself pretends he no longer needs it",那两个冒失鬼，卡拉和那个屠夫，觊觎它，甚至父亲本人也假装不再需要它
No longer needs me,不再需要我
A flash of anger comes across the face of the kindly old man,和蔼的老人脸上闪过一丝愤怒
But I’ll remind him,但我会提醒他
I’ll make the Father remember,我会让父亲想起
How?,如何？
Sister Kala and brother Butcher have lost their way,姐姐卡拉和哥哥屠夫迷失了方向
All the bloodshed has gone to their heads and they’ve strayed!,所有的流血让他们头脑不清，他们已经走偏了！
Lost their way!,迷失了方向！
"Meanwhile, the Father has gone to the keep to begin the holy work",同时，父亲已经去了要塞开始神圣的工作
He’s left it to me to put my wayward siblings right,他把纠正走偏的兄弟姐妹的任务交给了我
Or put them down,或者把他们击倒
Like diseased dogs,像患病的狗一样
And you think I'll help you?,你以为我会帮你？
It does not matter what I think,我的想法无关紧要
The tablets whispered and here you are,法典低语，而你在这里
Before this is over you will have more blood on your hands,在这一切结束之前，你手上的血会更多
So much more blood,更多的鲜血
Go to them,去找他们
Tell them to return to the family or suffer the consequences,告诉他们回到家族，否则会有后果
The Butcher is culling the flock in front of the temple and you’ll find Kala holding court at the east-end of the docks,屠夫正在神殿前屠杀羊群，你会在码头东端找到卡拉主持法庭
Begone now and do not return until you are done,现在离开，直到完成任务后才回来
Not so fast,不要这么快
I have questions!,我有问题！
Oleg pauses a moment and then smiles conspiratorily,奥列格停顿了一下，然后诡秘地笑了笑
Kala!,卡拉！
"Together we’ll slay brother Butcher and once we feast on his putrid entrails, she’ll make a fine consort for old Oleg!",我们一起去杀掉那个屠夫兄弟，等我们饱餐了他的腐烂内脏后，她会成为奥列格老爹的好伴侣！
Go to her!,去找她！
Tell her that together we shall put an end to the Butcher’s obstinance and win Father’s favor!,告诉她，我们要一起结束屠夫的顽固，赢得父亲的青睐！
What do you want?,你想干什么？
I have some questions!,我有问题！
The robed cultists stop dead in their tracks as they spot you,穿着长袍的邪教徒们突然停下了脚步，看到你后
You,你！
You're not supposed to be here!,你不应该在这里！
Come here so I can gut you!,来吧，我要剖开你的肚子！
Oleg sent me!,奥列格派我来的！
INTERLOPER!,闯入者！
DIE!,死吧！
"The Reavers appear taken aback, not knowing what to say",破坏者们显得有些惊讶，不知道该说什么
"Instead they say nothing, whirl around and clamber up the ladder leading to the surface",他们什么也没说，转身攀上了通向地表的梯子
What in the depths are you doing back here?!,在深渊里，你为什么要回来？！
To arms lads!,准备战斗，伙计们！
Yes?,什么？
I've taken the tablets for myself!,我已经把石板据为己有！
Can I see them?,我能看看吗？
Tell me more about them!,给我讲讲它们的事！
The man eyes you suspiciously,那人怀疑地盯着你
They’re none of your fucking business is what they are!,这不关你们屁事！
They came to me and me alone!,它们只属于我一个人！
It was MY nets that caught them and my boat that carried them ashore!,是我，只有我，用我的渔网捕获了它们，用我的船将它们带回岸边！
"Not the Butcher, not Kala and not even Father himself!",不是屠夫，不是卡拉，甚至不是我自己父亲！
ME!,我！
Oleg wipes a drop of sweat from his brow,奥列格擦了擦额头的汗水
"Now, you best get going",现在，你最好快点离开
"He offers a polite, slight smile",他露出礼貌的微笑
I have more questions!,我还有问题！
Oleg chuckles fatherly,奥列格慈爱地笑了
"Oh my, no",哦天哪，不
They are for me and me alone,它们只属于我一个人
They lie in darkness; safe and untouched by the filth of my wayward siblings,它们藏在黑暗中，安全无恙，不受我那些叛逆兄弟的玷污
What can you tell me about them?,你能告诉我关于它们的事吗？
I had some other questions,我还有一些其他问题
The man’s eyes widen in shock and rage,那人的双眼因震惊和愤怒而放大
What have you done!?,你到底做了什么！
You’re unraveling the thread!,你正在拆解命运的线！
Are you mad??!,你疯了吗？！
You’ll pay for this!,你会为此付出代价！
Oleg instinctively senses the truth in your words and his eyes widen in shock and terror,奥列格本能地感觉到你话语中的真相，他的眼睛因震惊和恐惧而放大
"Then, utter rage",然后，怒火中烧
That upstart!,那个不知天高地厚的家伙！
I gave him a chance to come to my side and he betrays me instead?!,我给他机会加入我这边，他却背叛了我？！
And now you say he intends to make an offering of me?!,而现在，你说他打算把我当作祭品？！
We shall see who’s bones will be laid out in the sun to dry come dawn!,看看黎明时分，谁的骨头会在阳光下晒干！
"Children, sharpen your blades!",孩子们，磨快你们的刀！
We’ll get the jump on the upstart yet!,我们还能给他一个措手不及！
Watch them leave,观察他们离开
What if you ask Kala to ally with you?,如果你请求卡拉与你结盟呢？
#HorrynReaverChief1GateGuard,#霍里恩掠夺者酋长1号门卫
The men lick their lips in greedy anticipation,男人们贪婪地舔着嘴唇
To arms!,准备战斗！
they bellow,他们吼道
Yes you will,你一定会
Oleg is waiting for you inside,奥列格在内等着你
The man offers a toothless grin,那人露出了没有牙齿的笑容
"You spot a pair of reavers dressed in a bizarre assortment of ragged robes, hoods and antlered masks guarding the gate to what appears to be a decrepit villa",你注意到两排奇装异服的掠夺者，他们穿着破烂的长袍，戴着兜帽和角状面具，守卫着一座破败别墅的大门
The pair notices you and they grin cruelly as they heft their weapons before suddenly stopping,这两排人注意到你，他们恶毒地笑了笑，然后举起了武器，但突然停了下来
The antlered man leans in and whispers in the hooded one's ear,穿着角状面具的人凑近，对着戴兜帽的人耳语
Their grins fade,他们脸上的笑容消失了
You’re welcome to our lodge!,欢迎光临我们的小屋！
He’s been expecting you,他一直在等你
What?,什么？
Iben looks tense and whispers out of the corner of his mouth,Iben显得紧张，低声在角落里说道
We got lucky before,我们之前侥幸逃过了一劫
These madmen are not to be trifled with and we will do well to employ some cunning in dealing with them,这些疯子不可小觑，我们最好用一些智谋来对付他们
Roland chimes in,Roland插了一句
Little man's right,小个子说得没错
I’m not afraid to get my hands dirty but we are few and we don’t know their true numbers yet,我不怕弄脏手，但我们人不多，还不知道他们的确切人数
We shall see,我们会看看情况
Oleg’s a great man!,Oleg是个伟大的人！
The Father might have forgotten it but he is the oldest of us,老师可能忘记了，但他是我们中最年长的
Was him who pulled the tablets out of the depths and he’s still their keeper,是他从深渊中取出了石板，至今仍是它们的守护者
"And as long as he is, his word carries more weight than any of us!",只要他还活着，他的话比我们任何一个人都有分量！
The Father would do well not to forget that!,老师最好不要忘记这一点！
Tablets?,法典？
The man smiles serenely,那人平静地笑了
No need,没有必要
Oleg hisself is waiting for you inside,奥列格自己在裡面等你
Go to him now,你现在去找他吧
I had some more questions,我还有一些问题
The men look puzzled,那些人显得困惑
Why would we?,为什么我们会？
Oleg says not to and his words come from the depths themselves,奥列格说不要，他的话语来自最深处
He had the tablets even before the father came to us,甚至在他父亲来找我们之前，他就已经有了那些法典
What tablets?,哪些法典？
Tell me more about Oleg!,告诉我更多关于奥列格的事！
You mustn't tarry,你不能耽搁
Oleg very much wishes to speak with you,奥列格非常希望和你交谈
Tell me more about this Oleg!,告诉我更多关于奥列格的事！
Why are you not attacking me?,你们为什么不攻击我？
I have no time for you madmen!,我没有时间和这些疯子浪费时间！
The whispering tablets,低语的法典
Ones that came up in our nets,在我们的渔网中出现的那种
From the deep and the Mother herself!,来自深渊和母亲本身！
The ones that make you,让你感到恐惧的
The other reaver grabs his arm and he catches himself,另一个掠夺者抓住了他的手臂，他稳住了自己
Best you see Oleg,最好你见到奥列格
He’ll tell you all you needs to know,他会告诉你所需要知道的一切
#HorrynReaverChief2,#霍里恩掠夺者酋长2
The woman snarls and bares her fangs as she draws a wickedly curved blade and lunges at you!,女人发出嘶嘶声，露出獠牙，她抽出一把弯曲的利刃向你扑来！
The woman in front of you is tall and sinewy,你面前的女人身材高大，肌肉紧绷
Her face is painted and bloody and her teeth have been filed into fangs,她的脸被涂得血红，牙齿被磨成了獠牙
She licks her lips greedily as you approach,当你走近时，她贪婪地舔着嘴唇
So what have we here?,那么，这是什么情况？
Fresh playthings for the brood?,群魔的小玩具？
Come to taste the blade?,来尝尝这把刀？
The Butcher has stolen the tablets from Oleg,肉食者从奥列格那里偷走了石板
Oy!,哦！
Don’t you know who you’re talking to?,你不知道你是在和谁说话吗？
One of the flanking reavers spit in your direction,一个侧翼的掠夺者朝你吐了口唾沫
This is Queen Kala herself and you’re about to have the honor of being gutted by her!,这是女王卡拉本人，你即将有幸被她剖腹！
The assembled reavers howl and jeer,所有聚集的掠夺者发出尖叫声和嘲笑声
I'll be the one doing the gutting!,我将是那个剖腹的人！
Silence!,保持安静！
Kala yells in a voice that could cut glass,卡拉用能割裂玻璃的声音喊叫
The reavers scuttle fearfully into the shadows,这些掠夺者畏畏缩缩地躲进了阴影中
I am bored,我很无聊
You will entertain me; One way or another,你得取悦我，无论用什么方法
Did one of my 'siblings' send you?,是我的‘兄弟姐妹’之一派你来的吗？
Siblings?,兄弟姐妹？
Did Oleg’s tablets command him to send you?,奥列格的‘祈祷石’命令他派你来的吗？
Or was it the Butcher perhaps?,还是那个屠夫？
So busy with the slaughter that he sends others to do his knife-work for him?,忙于屠杀，派别人替他完成刀下的工作？
I bring word from Oleg,我带来奥列格的消息
He reminds you that he holds the Whispering Tablets and that you owe him your allegiance,他提醒你，他拥有低语祈祷石，你必须对他效忠
The woman flashes her disfigured teeth in a savage gesture,那女人露出了残缺的牙齿，做出了一种野蛮的手势
Oleg is king of shit,奥列格是粪堆之王
"The old man’s teeth have gone soft and if the Father’s eye is still on any of us, it’s not on Oleg any more",老头的牙齿已经软化了，如果父亲的眼睛还在注视着我们，现在已经不盯着奥列格了
That’s for sure,没错
Kala picks her nails with a dagger for a moment,卡拉用匕首挑着指甲停顿了一下
But what do I care,可我管不了那么多
Butcher will sort him out soon enough and then he’ll become Fathers favorite,屠夫很快就会解决他，然后他将成为父亲的宠儿
The Butcher will kill Oleg?,屠夫会杀死奥列格吗？
She grins widely,她露出了灿烂的笑容
Oh there will be plenty of blood and guts,好吧，今晚肯定会有不少鲜血和内脏
Don’t you worry!,别担心！
But more than anything it’s those tablets Oleg has the Butcher wants,但最重要的是，屠夫想要奥列格手中的那些药片
Them ‘Whispering Tablets’,那些‘低语药片’
The Butcher knows the brethren will flock to him if he nabs them from Oleg,屠夫知道，如果他从奥列格手中抢到药片，兄弟们就会蜂拥而至
And he’s plenty strong to take them but he’s afraid Father will get mad if he makes too much of a mess getting them,他有足够的力量夺取药片，但怕父亲生气，如果弄得太乱的话
What are you saying?,你在说什么？
Father wants order in the flock and he wants the one with the tablet to enforce it,父亲希望羊群秩序井然，他希望持有药片的人来维持秩序
"Thing is, Oleg is too weak",问题是，奥列格太弱了
The only one strong enough to force us all in line is the Butcher but he don’t have the tablets!,唯一能让我们都听话的人是屠夫，但他没有药片！
See?,看吧？
It’s the irony of the fates,这就是命运的讽刺
If the tablets were to fall into Butcher’s hands however… the bloodshed would be magnificent,但如果药片落入屠夫手中……鲜血将如潮水般涌出
Her eyes seem to glimmer for a moment,她的眼中似乎闪过一丝光芒
I think I'll just kill you!,我会杀了你！
I'll be leaving then,我要离开了
Kala erupts into cruel laughter,卡拉发出冷酷的笑声
Oh I'll join him and we’ll make a bloody mess of Oleg!,哦，我会加入他，我们一起把奥列格弄得血肉模糊！
And when the Butcher feasts on the old fool’s liver he’ll be so certain he’s won Father’s favor that he might not even feel my blade between his ribs,而当屠夫享用老愚者的肝脏时，他可能会如此确信自己赢得了父亲的青睐，以至于根本感觉不到我的刀刃插在他的肋骨间
There will be only one of us left standing tonight!,今晚，将只有我们两人站立！
Kala and her brood of reavers stalk their way into the main plaza of the city where they are met by the Butcher and his lot,卡拉和她的掠夺者幼崽们悄悄地进入城市的主广场，遇到了屠夫和他的手下
You follow from a distance and see the two reavers exchange words,你从远处跟随着，看到两个掠夺者交换了几句话
Then Kala slips into the mist and darkness and the Butcher forms his men up in a crude line,然后卡拉融入了雾气和黑暗之中，屠夫将他的手下们排成了一条简陋的队列
"Soon, Oleg and his band approach from the east",很快，奥列格和他的伙计们从东方接近
"Stalking cautiously into the plaza, towards the Butchers line, the two men exchange a few crude words before an arrow flies and carnage erupts",谨慎地潜入广场，朝着屠夫的队列前进，两个男人交换了几句粗鄙的话，随后一支箭矢飞出，随之而来的是血腥的屠杀
"As the fiend tears his ‘brother’s’ heart from his chest, he howls in triumph",当恶魔从对方“兄弟”的胸膛中扯出心脏时，他发出胜利的嚎叫
"Then from out of the shadows, Kala and her brood fall upon the remainder of Olegs men from the rear",然后，卡拉和她的幼崽们从阴影中跃出，从后方袭击奥列格剩余的手下
The slaughter is complete and total and not a soul from Oleg’s band is left standing,残酷的屠杀彻底结束了，奥列格手下没有一个人还站着
"As the screams die down and all the savagery is sated, the ground is slick with blood and gore",当尖叫声渐渐平息，所有的暴行都得到了满足，地面上满是鲜血和残肢
"Kala stalks the battlefield like a savage animal, making short work of the wounded while the Butcher stands panting in the center of the plaza",卡拉像一头野兽般在战场上徘徊，迅速解决着伤员，而屠夫则在广场中央喘息着
"In the darkness their eyes fix upon you, burning like white hot coals",在黑暗中，他们的眼睛盯着你，如同炽热的煤炭
Kala raises her bloody sword towards you and lets out an inhuman scream,卡拉举起沾满鲜血的剑指向你，发出非人的尖叫
It seems they have one more sacrifice yet to make!,看来他们还差一个祭品
"Butcher’s too strong for either of us to slay on our own, but if I join Oleg",屠夫太强大了，我们任何一个人都无法独自将其击败，但如果我加入奥列格
A smirk spreads across her face,她的脸上露出了一丝冷笑
Together we’ll lay that pile of fat low and then I’ll deal with Oleg myself!,我们一起将那堆肥肉打倒，然后我自己再解决奥列格
"Father will finally see that, all along, it was little Kala who was deserving of his love!",父亲终于会看到，一直以来，真正值得他爱的，是小卡拉
Kala lets out a terrible war-cry and her brood joins her with weapons raised,卡拉发出可怕的战吼，她的幼崽们挥舞着武器加入她的行列
Kala and her band of reavers stalk their way into the main plaza of the city where they are met by Oleg and his lot,卡拉和她的掠夺者幼崽们悄悄地进入城市的主广场，遇到了奥列格和他的手下
Then Kala slips into the mist and darkness and the Oleg forms his men up in a crude line,然后卡拉融入了雾气和黑暗之中，奥列格将他的手下们排成了一条简陋的队列
"Before long, the Butcher and his band approach from the west",不久，屠夫和他的团伙从西方接近
He gives a mighty bellow as he spots Oleg and charges head-long into the fray with his men at his heels,他发现奥列格后发出震耳欲聋的吼声，率领手下一头冲向战场
