I should pray at the Shrine of Presence to receive its blessing,我应该在呈现神殿祈祷以获得祝福,
The shrine can be found on Idra - at the island’s northernmost point,神殿位于伊德拉岛的最北端,
Shrine of Strength,力量神殿,
I should pray at the Shrine of Strength to receive its blessing,我应该在力量神殿祈祷以获得祝福,
"The shrine is said to be located on Gradla's western coast, near the volcano Karaban",神龛据说位于格拉达西海岸，靠近火山卡拉巴丹,
Carnivale,卡尼瓦莱,
Preparations,准备工作,
The Baron and Baroness of Firgol are putting on a feast called the Carnivale for the commoners of the village of Firgol,菲戈尔伯爵和伯爵夫人正在为菲戈尔村的村民举办一场名为卡尼瓦莱的盛宴,
"The preparations are taking a bit longer than expected however, and they’ve asked me to see if I can help out",然而准备工作比预期花费的时间更长，他们请我帮忙看看能否提供帮助,
"The Baroness asked me to talk to Ari the brewer, Camilla the weaver and Klara the cook to see if they need my help",伯爵夫人让我去见酿酒师亚里、织工卡米拉和厨师克拉拉，看看他们是否需要帮助,
All three can be found in the main village,三人都在主村可以找到,
The Brewer,酿酒师,
The Baroness of Firgol has asked me to talk to Ari the brewer to see if they need my help in finishing preparations for the Canivale,菲戈尔伯爵夫人让我去见酿酒师亚里，看看是否需要他在筹备卡尼瓦莱时提供帮助,
TALK TO ARI,与亚里交谈,
Talk to Ari,与亚里交谈,
I need to seek out Ari the Brewer,我需要找到酿酒师亚里,
He lives somewhere in the village of Firgol,他住在菲戈尔村的某个地方,
GNAWING AT THE ROOTS,根须啃噬者,
Gnawing at the Roots,根须啃噬者,
Ari the Brewer in Firgol has asked me to find and clear three mole-burrows in his orchards,菲戈尔村的酿酒师亚里让我去找到并清理他果园里的三个鼹鼠洞,
They may be well hidden so I might need to search for them,它们可能隐藏得很好，所以我可能需要搜寻一番,
"Once I find them, I should use a shovel to collapse them",找到它们后，我应该用铲子将它们塌陷,
Once I’m done I am to return to Ari,完成后，我需要返回亚里那里,
The orchards are located north of Ari’s house in the village of Firgol,果园位于亚里家北面的菲戈尔村内,
Burrows Found,发现地道,
The Cook,厨师,
The Baroness of Firgol has asked me to talk to Klara the cook to see if they need my help in finishing preparations for the Canivale,菲戈尔的女伯爵让我去找厨师克拉拉谈谈，看看是否需要我的帮助来完成狂欢节的准备工作,
TALK TO KLARA,谈话对象：克拉拉,
Talk to Klara,谈话对象：克拉拉,
I need to seek out Klara the cook,我需要找到厨师克拉拉,
She works at the inn in Firgol,她在菲戈尔的旅店里工作,
Queen's Gambit,国王的开局,
Klara the cook at the inn is preparing honey cakes for the carnivale,菲戈尔旅店里的厨师克拉拉正在为狂欢节准备蜂蜜蛋糕,
She’s asked that I go to the beehives west of the village and fetch her at least one honeycomb of the local 'Firgol honey',她让我去村西的蜂巢，至少为她带回一块菲戈尔蜂蜜的蜂蜡,
The Weaver,织布匠,
The Baroness of Firgol has asked me to talk to Camilla the weaver to see if they need my help in finishing preparations for the Canivale,菲戈尔的女伯爵让我去找卡米拉，看看是否需要我的帮助来完成狂欢节的准备工作,
TALK TO CAMILLA,谈话对象：卡米拉,
Talk to Camilla,谈话对象：卡米拉,
I need to seek out Camilla the weaver,我需要找到织布匠卡米拉,
She lives somewhere in the village of Firgol,她住在菲戈尔村的某个地方,
A Song for Camilla,为卡米拉作曲,
Camilla the weaver has a crush on a woman named Cass,织布匠卡米拉喜欢一个名叫卡斯的女人,
Unfortunately she fears her love is unrequited and has asked me to talk to Cass on her behalf,不幸的是，她担心自己的爱未被回应，让我替她去和卡斯谈谈,
She suggests I search for Cass along the bed of the lake or creek that runs past Firgol,她建议我在菲戈尔湖或溪流的河床寻找卡斯,
Such Wonders,如此奇观,
Carnivale is upon you!,摊牌时间到了！,
Eat!,吃吧！,
Drink!,喝吧！,
Revel!,纵情狂欢！,
You must partake in all the wonders of the Carnivale!,你必须参与所有摊牌的奇观！,
Try the drink at the Carnevale!,尝试摊牌上的饮品！,
Sample the food at the Carnivale,尝尝摊牌上的食物,
Give in to the music of the Carnivale,任由摊牌上的音乐感染你,
The Surprise,意外之喜,
Enjoy the rest of the night,享受这晚的余下时光,
The Finale,终幕,
Storm the Firgol manor,攻占费戈尔庄园,
The Baron's Play,�伯爵的剧目,
The Baron's play is about to begin,伯爵的剧目即将开始,
Take your place in front of the stage,在舞台前就位,
The Tower of Ash,灰烬之塔,
We met a strange man on Idra who beseeched us to travel to an island just north of Idra called Eryll and seek out ‘The Tower of Ash’,在伊德拉，我们遇到了一个奇怪的男人，他恳求我们前往伊德拉北边的一个叫厄瑞尔的岛屿，寻找‘灰烬之塔’,
Apparently his master is somehow in dire straits and in need of aid,据说他的主人目前处境危急，急需援助,
"Though not much more could be learned from the man, I suspect his master may in fact be a Magos of quite some power",虽然从他那里得知的信息不多，但我怀疑他的主人可能是一位颇具实力的魔导士,
TO THE TOWER,前往高塔,
To the Tower,前往高塔,
I've been asked to travel to the island of Eryll,我被要求前往厄里尔岛,
It lies a short distance north of Idra but still south of Gradla,厄里尔岛位于伊德拉北面不远处，但仍然在格拉尔南面,
There I must find ‘The Tower of Ash’ and venture to learn more of the plight of its ‘Master’,在那里我必须找到“灰烬高塔”，并冒险去了解其“主人”的困境,
Down Below,前往地底,
I met the strange apprentices of a Magos by the name of Calipero,我在高塔地下大厅遇见了一位名为卡拉佩罗的魔导士的奇异学徒,
He seems to be missing in the halls underneath the tower and the apprentices are desperate to see him returned,似乎卡拉佩罗在地下大厅失踪了，学徒们迫切希望他能返回,
The entrance to the dungeons below can be found under the mercury pool on the ground floor of the tower,地下牢房的入口位于高塔底层汞池下方,
Apparently the entrance will somehow reveal itself if I blow the silver flute given to me by the apprentices,据说如果我吹奏学徒给我的银笛，入口会以某种方式显现,
Salts of Elthanyr,埃尔坦尼盐,
"As I entered the dungeon, I was contacted through magical means by Calipero himself",当我进入地牢时，卡拉佩罗通过魔法联系了我,
It seems he is locked in an arcane stale-mate with some creature he tried to call forth from beyond,看起来他与某种他试图召唤的生物陷入了某种魔法僵局,
To free himself he has asked that we create something called the Salts of Elthanyr and bring it to his summoning chambers beneath the main dungeon,为了自救，他要求我们制作所谓的“埃尔坦尼盐”，并将其带到地牢主牢房下的召唤室,
Ingredient Hunt,寻找材料,
To craft the Salts of Elthanyr I need to find the 'Protoplasmic Catalyzer' and add the following ingredients is this exact order,制作埃尔坦尼盐，我需要找到“原生催化器”，并按照以下顺序添加以下材料,
First add Sylversalt,首先添加银盐,
"Second, add Salamander’s Horn",其次，添加火蜥蜴角,
"Finally, add Lotus Petals",最后，添加莲花花瓣,
I'm sure these ingredients as well as the 'Protoplasmic Catalyzer' can be found in this very dungeon,我相信这些材料以及“原生催化器”都可以在这个地牢中找到,
The Recipe,配方,
For starters I need to find the recipe for Salts of Elthanyr,首先我需要找到埃尔than瑞盐的配方,
Hopefully the recipe can be found somewhere in this dungeon,希望配方能在这个地下城里某个地方找到,
The Summoning Chamber,召唤室,
I've crafted the Salts of Elthanyr,我已经炼制了埃尔than瑞盐,
Now I need to make my way down Calipero's Summoning Chambers and assist him as best I can,现在我需要前往卡拉佩罗的召唤室，并尽可能地帮助他,
Vomit Cups,呕吐杯,
"Esteban, the alchemist in the Underhalls under Horryn, has asked me to find some ‘vomit cup’ fungi for him",哈罗恩地下厅里的炼金术师埃斯贝安让我帮他找一些‘呕吐杯’真菌,
They are large green fungi that smell horribly,它们是巨大的绿色真菌，气味极其难闻,
He explains that they grow in caves adjoining the Underhalls,他解释说这些真菌生长在与地下厅相连的洞穴中,
These caves can be accessed through a barred gate west of the Rat-Queens court,这些洞穴可以通过鼠后宫廷西边的铁栅门进入,
The area is off-limits and a guard patrols it,该区域禁止进入，有守卫巡逻,
"Once past the gate, I should make a left turn and find the chamber where the vomit cups grow",越过铁栅门后，我应该向左转，并找到呕吐杯生长的洞室,
"Afterwards, I’ll return to Esteban for my rewards as well as access to his alchemical supplies",之后，我会回到埃斯贝安那里领取报酬并获得他的炼金材料使用权,
